customerId,recommendedProducts
4789,4|42|25|21|52|40|15|27|34|7
4790,42|25|33|21|52|40|15|27|34|7
4791,4|42|25|33|21|52|40|15|27|7
4792,42|25|33|21|52|40|15|27|34|7
4793,42|25|33|21|52|40|15|27|34|7
4794,48|42|25|33|21|52|40|15|27|34
4795,42|25|33|21|52|40|15|27|34|7
4796,29|48|4|42|25|33|52|15|27|7
4797,30|29|48|4|42|33|52|40|15|7
4798,4|42|25|21|52|40|15|27|34|7
4799,42|25|33|21|52|40|15|27|34|7
4800,42|25|33|21|52|40|15|27|34|7
4801,4|25|33|21|52|40|15|27|34|7
4802,42|25|33|21|52|40|15|27|34|7
4803,42|25|33|21|52|40|15|27|34|7
4804,29|4|42|25|33|21|52|40|15|27
4805,42|25|33|21|52|40|15|27|34|7
4806,29|42|25|33|21|52|40|15|34|7
4807,4|42|25|33|21|52|40|27|34|7
4808,4|42|25|33|21|52|40|15|27|7
4809,29|48|33|21|52|40|15|27|34|7
4810,4|42|25|33|52|40|15|27|34|7
4811,48|42|25|33|21|52|40|15|27|7
4812,42|25|33|21|52|40|15|27|34|7
4813,42|25|33|21|52|40|15|27|34|7
4814,4|42|25|33|21|40|15|27|34|7
4815,42|25|33|21|52|40|15|27|34|7
4816,4|25|33|21|52|40|15|27|34|7
4817,42|25|33|21|52|40|15|27|34|7
4818,42|25|33|21|52|40|15|27|34|7
4819,4|42|33|21|52|40|15|27|34|7
4820,48|25|33|21|52|40|15|27|34|7
4821,4|42|25|33|21|52|40|15|34|7
4822,4|42|25|33|21|52|40|15|27|7
4823,4|42|25|33|21|52|40|15|27|7
4824,42|25|33|21|52|40|15|27|34|7
4825,4|42|25|33|52|40|15|27|34|7
4826,29|48|4|42|21|52|40|27|34|7
4827,42|25|33|21|52|40|15|27|34|7
4828,4|42|25|21|52|40|15|27|34|7
4829,42|25|33|21|52|40|15|27|34|7
4830,42|25|33|21|52|40|15|27|34|7
4831,4|42|25|33|21|52|15|27|34|7
4832,4|42|25|33|21|40|15|27|34|7
4833,42|25|33|21|52|40|15|27|34|7
4834,4|42|25|33|21|52|40|27|34|7
4835,4|42|33|21|52|40|15|27|34|7
4836,29|48|4|25|21|52|15|27|34|7
4837,4|42|25|33|52|40|15|27|34|7
4838,42|25|33|21|52|40|15|27|34|7
4839,48|4|42|25|52|40|15|27|34|7
4840,48|42|25|33|52|40|15|27|34|7
4841,42|25|33|21|52|40|15|27|34|7
4842,4|25|33|21|52|40|15|27|34|7
4843,30|29|48|4|42|33|52|15|27|7
4844,4|42|33|21|52|40|15|27|34|7
4845,42|25|33|21|52|40|15|27|34|7
4846,48|4|42|25|33|52|40|15|34|7
4847,4|42|25|33|21|52|40|15|34|7
4848,4|42|25|21|52|40|15|27|34|7
4849,29|48|4|42|25|33|52|27|34|7
4850,30|48|4|25|33|21|52|40|15|7
4851,4|25|33|21|52|40|15|27|34|7
4852,4|42|25|33|21|52|40|15|27|34
4853,4|42|25|33|21|52|40|15|27|7
4854,42|25|33|21|52|40|15|27|34|7
4855,42|25|33|21|52|40|15|27|34|7
4856,42|25|33|21|52|40|15|27|34|7
4857,4|25|33|21|52|40|15|27|34|7
4858,30|29|4|42|25|33|40|27|34|7
4859,42|25|33|21|52|40|15|27|34|7
4860,42|25|33|21|52|40|15|27|34|7
4861,42|25|33|21|52|40|15|27|34|7
4862,48|4|42|25|33|21|52|40|27|7
4863,48|42|25|33|21|40|15|27|34|7
4864,4|42|33|21|52|40|15|27|34|7
4865,29|48|4|42|33|21|52|40|34|7
4866,48|4|42|25|21|52|40|27|34|7
4867,48|42|25|21|52|40|15|27|34|7
4868,42|25|33|21|52|40|15|27|34|7
4869,30|29|48|4|42|25|33|21|15|7
4870,0|30|29|4|25|33|52|15|27|34
4871,48|42|25|33|52|40|15|27|34|7
4872,48|4|42|33|21|52|40|27|34|7
4873,0|29|4|42|25|33|21|52|15|34
4874,29|48|4|42|33|21|52|40|27|7
4875,42|25|33|21|52|40|15|27|34|7
4876,4|42|25|33|21|52|40|15|27|34
4877,42|25|33|21|52|40|15|27|34|7
4878,42|25|33|21|52|40|15|27|34|7
4879,42|25|33|21|52|40|15|27|34|7
4880,48|4|42|25|33|52|40|15|34|7
4881,4|42|25|33|52|40|15|27|34|7
4882,4|42|25|33|21|52|40|15|27|34
4883,4|42|25|33|21|52|40|15|27|7
4884,4|42|25|21|52|40|15|27|34|7
4885,42|25|33|21|52|40|15|27|34|7
4886,42|25|33|21|52|40|15|27|34|7
4887,42|25|33|21|52|40|15|27|34|7
4888,42|25|33|21|52|40|15|27|34|7
4889,42|25|33|21|52|40|15|27|34|7
4890,42|25|33|21|52|40|15|27|34|7
4891,48|4|25|33|21|52|40|27|34|7
4892,48|4|42|25|33|52|15|27|34|7
4893,42|25|33|21|52|40|15|27|34|7
4894,4|42|25|33|21|52|40|15|27|7
4895,42|25|33|21|52|40|15|27|34|7
4896,29|48|4|25|33|21|40|15|27|34
4897,42|25|33|21|52|40|15|27|34|7
4898,4|42|25|33|52|40|15|27|34|7
4899,42|25|33|21|52|40|15|27|34|7
4900,42|25|33|21|52|40|15|27|34|7
4901,4|42|25|33|52|40|15|27|34|7
4902,42|25|33|21|52|40|15|27|34|7
4903,30|29|4|42|33|21|52|40|27|34
4904,42|25|33|21|52|40|15|27|34|7
4905,4|42|25|33|21|52|15|27|34|7
4906,42|25|33|21|52|40|15|27|34|7
4907,4|42|25|33|21|52|15|27|34|7
4908,42|25|33|21|52|40|15|27|34|7
4909,4|42|25|33|21|52|40|15|27|7
4910,29|48|4|25|21|52|40|27|34|7
4911,4|42|25|33|21|52|40|15|27|7
4912,48|4|42|25|33|21|52|40|27|34
4913,48|4|42|25|52|40|15|27|34|7
4914,48|4|42|25|21|40|15|27|34|7
4915,42|25|33|21|52|40|15|27|34|7
4916,48|4|42|25|33|21|40|15|27|7
4917,29|48|4|42|25|33|52|27|34|7
4918,4|42|25|33|21|52|15|27|34|7
4919,29|48|4|25|33|21|52|40|15|27
4920,42|25|33|21|52|40|15|27|34|7
4921,4|42|25|33|21|52|40|15|27|34
4922,42|25|33|21|52|40|15|27|34|7
4923,48|4|42|25|33|21|52|15|27|34
4924,4|42|25|33|21|52|40|15|34|7
4925,48|4|25|33|52|40|15|27|34|7
4926,42|25|33|21|52|40|15|27|34|7
4927,42|25|33|21|52|40|15|27|34|7
4928,4|42|25|33|21|52|15|27|34|7
4929,4|42|25|33|21|52|40|15|34|7
4930,4|42|25|33|21|52|40|15|34|7
4931,29|48|4|42|21|52|40|15|34|7
4932,42|25|33|21|52|40|15|27|34|7
4933,48|4|25|33|21|52|40|15|27|34
4934,42|25|33|21|52|40|15|27|34|7
4935,42|25|33|21|52|40|15|27|34|7
4936,4|42|25|33|21|52|40|15|27|34
4937,42|25|33|21|52|40|15|27|34|7
4938,48|4|25|21|52|40|15|27|34|7
4939,4|42|25|33|21|40|15|27|34|7
4940,48|4|25|33|21|40|15|27|34|7
4941,48|4|42|21|52|40|15|27|34|7
4942,29|48|4|25|33|21|52|40|34|7
4943,4|42|25|33|21|52|40|15|34|7
4944,4|42|25|33|21|40|15|27|34|7
4945,42|25|33|21|52|40|15|27|34|7
4946,4|42|25|33|21|52|40|15|27|34
4947,4|42|33|21|52|40|15|27|34|7
4948,42|25|33|21|52|40|15|27|34|7
4949,48|4|42|25|21|52|40|15|34|7
4950,48|42|25|21|52|40|15|27|34|7
4951,4|42|25|33|21|52|40|27|34|7
4952,4|42|25|33|21|40|15|27|34|7
4953,42|25|33|21|52|40|15|27|34|7
4954,29|48|4|42|25|33|52|40|15|34
4955,48|42|33|21|52|40|15|27|34|7
4956,4|42|25|33|21|52|40|15|34|7
4957,4|42|25|33|21|52|40|15|34|7
4958,4|42|25|33|21|52|15|27|34|7
4959,4|42|25|21|52|40|15|27|34|7
4960,48|4|42|25|21|52|40|15|27|34
4961,48|4|42|25|21|52|15|27|34|7
4962,48|4|33|21|52|40|15|27|34|7
4963,42|25|33|21|52|40|15|27|34|7
4964,42|25|33|21|52|40|15|27|34|7
4965,4|42|25|33|21|52|40|15|34|7
4966,4|42|25|33|21|52|40|15|27|34
4967,48|4|42|25|33|21|52|40|15|34
4968,4|42|33|21|52|40|15|27|34|7
4969,48|25|33|21|52|40|15|27|34|7
4970,30|29|4|25|21|52|40|27|34|7
4971,4|42|25|33|21|52|15|27|34|7
4972,4|42|25|21|52|40|15|27|34|7
4973,4|42|33|21|52|40|15|27|34|7
4974,42|25|33|21|52|40|15|27|34|7
4975,4|42|33|21|52|40|15|27|34|7
4976,42|25|33|21|52|40|15|27|34|7
4977,42|25|33|21|52|40|15|27|34|7
4978,4|42|25|33|21|52|40|15|34|7
4979,42|25|33|21|52|40|15|27|34|7
4980,42|25|33|21|52|40|15|27|34|7
4981,42|25|33|21|52|40|15|27|34|7
4982,48|42|25|21|52|40|15|27|34|7
4983,4|42|25|33|21|52|15|27|34|7
4984,48|4|42|25|33|52|40|15|27|7
4985,29|48|42|25|33|52|40|27|34|7
4986,4|42|33|21|52|40|15|27|34|7
4987,42|25|33|21|52|40|15|27|34|7
4988,42|25|33|21|52|40|15|27|34|7
4989,4|42|25|33|21|52|40|15|27|7
4990,48|4|42|25|21|52|40|15|34|7
4991,42|25|33|21|52|40|15|27|34|7
4992,4|42|25|33|21|52|40|15|34|7
4993,42|25|33|21|52|40|15|27|34|7
4994,48|42|25|33|21|52|40|15|34|7
4995,42|25|33|21|52|40|15|27|34|7
4996,4|42|25|33|21|52|15|27|34|7
4997,4|42|25|33|52|40|15|27|34|7
4998,48|4|25|33|21|52|40|15|27|7
4999,48|4|42|25|33|21|40|15|27|7
5000,4|42|33|21|52|40|15|27|34|7
5001,30|48|42|25|33|21|52|27|34|7
5002,48|42|25|33|21|40|15|27|34|7
5003,48|4|42|33|52|40|15|27|34|7
5004,48|4|42|25|21|52|15|27|34|7
5005,4|42|25|33|52|40|15|27|34|7
5006,48|25|33|21|52|40|15|27|34|7
5007,48|4|42|25|33|52|40|15|27|34
5008,48|25|33|21|52|40|15|27|34|7
5009,42|25|33|21|52|40|15|27|34|7
5010,42|25|33|21|52|40|15|27|34|7
5011,30|4|42|25|33|21|52|40|34|7
5012,42|25|33|21|52|40|15|27|34|7
5013,42|25|33|21|52|40|15|27|34|7
5014,48|4|42|25|33|40|15|27|34|7
5015,4|42|25|33|21|52|40|15|34|7
5016,4|42|25|33|21|52|15|27|34|7
5017,42|25|33|21|52|40|15|27|34|7
5018,42|25|33|21|52|40|15|27|34|7
5019,42|25|33|21|52|40|15|27|34|7
5020,48|4|42|21|52|40|15|27|34|7
5021,42|25|33|21|52|40|15|27|34|7
5022,48|4|42|25|33|52|15|27|34|7
5023,42|25|33|21|52|40|15|27|34|7
5024,48|4|42|25|33|21|40|15|27|7
5025,29|4|25|33|52|40|15|27|34|7
5026,4|42|25|33|21|52|40|15|34|7
5027,4|42|25|33|21|52|40|15|27|7
5028,42|25|33|21|52|40|15|27|34|7
5029,42|25|33|21|52|40|15|27|34|7
5030,42|25|33|21|52|40|15|27|34|7
5031,42|25|33|21|52|40|15|27|34|7
5032,4|42|25|33|21|52|40|15|27|34
5033,48|4|42|25|21|40|15|27|34|7
5034,4|25|33|21|52|40|15|27|34|7
5035,48|4|42|25|21|52|40|15|27|34
5036,48|4|25|33|21|52|40|27|34|7
5037,4|42|33|21|52|40|15|27|34|7
5038,42|25|33|21|52|40|15|27|34|7
5039,42|25|33|21|52|40|15|27|34|7
5040,0|30|48|42|25|33|40|27|34|7
5041,4|25|33|21|52|40|15|27|34|7
5042,42|25|33|21|52|40|15|27|34|7
5043,4|42|25|33|21|52|40|15|34|7
5044,4|42|25|21|52|40|15|27|34|7
5045,4|42|33|21|52|40|15|27|34|7
5046,48|4|42|25|33|21|52|40|15|34
5047,4|42|33|21|52|40|15|27|34|7
5048,4|42|33|21|52|40|15|27|34|7
5049,42|25|33|21|52|40|15|27|34|7
5050,4|42|25|33|21|52|40|15|27|34
5051,42|25|33|21|52|40|15|27|34|7
5052,42|25|33|21|52|40|15|27|34|7
5053,4|42|25|21|52|40|15|27|34|7
5054,48|4|42|25|33|52|40|15|27|7
5055,42|25|33|21|52|40|15|27|34|7
5056,42|25|33|21|52|40|15|27|34|7
5057,4|42|25|33|21|52|40|15|27|7
5058,42|25|33|21|52|40|15|27|34|7
5059,42|25|33|21|52|40|15|27|34|7
5060,42|25|33|21|52|40|15|27|34|7
5061,42|25|33|21|52|40|15|27|34|7
5062,42|25|33|21|52|40|15|27|34|7
5063,4|42|25|33|21|52|40|15|27|7
5064,4|42|25|33|21|40|15|27|34|7
5065,4|42|25|33|21|40|15|27|34|7
5066,42|25|33|21|52|40|15|27|34|7
5067,4|42|25|33|21|52|15|27|34|7
5068,4|42|33|21|52|40|15|27|34|7
5069,4|42|25|33|21|52|40|27|34|7
5070,42|25|33|21|52|40|15|27|34|7
5071,4|42|33|21|52|40|15|27|34|7
5072,4|42|25|33|21|40|15|27|34|7
5073,42|25|33|21|52|40|15|27|34|7
5074,4|42|25|33|21|52|40|27|34|7
5075,48|42|25|33|21|40|15|27|34|7
5076,4|42|25|33|21|52|40|15|27|34
5077,48|4|42|25|21|40|15|27|34|7
5078,4|42|25|33|52|40|15|27|34|7
5079,29|48|25|33|52|40|15|27|34|7
5080,42|25|33|21|52|40|15|27|34|7
5081,4|42|25|33|21|40|15|27|34|7
5082,4|42|25|33|21|52|40|15|34|7
5083,42|25|33|21|52|40|15|27|34|7
5084,4|25|33|21|52|40|15|27|34|7
5085,4|42|25|33|52|40|15|27|34|7
5086,30|29|48|4|42|25|33|21|52|34
5087,48|4|42|25|21|52|40|15|27|34
5088,42|25|33|21|52|40|15|27|34|7
5089,4|25|33|21|52|40|15|27|34|7
5090,48|4|42|25|33|40|15|27|34|7
5091,48|4|42|21|52|40|15|27|34|7
5092,4|25|33|21|52|40|15|27|34|7
5093,42|25|33|21|52|40|15|27|34|7
5094,42|25|33|21|52|40|15|27|34|7
5095,4|42|25|33|21|52|40|27|34|7
5096,4|42|25|33|21|52|40|15|27|7
5097,42|25|33|21|52|40|15|27|34|7
5098,48|42|33|21|52|40|15|27|34|7
5099,4|42|25|33|52|40|15|27|34|7
5100,4|42|25|33|21|40|15|27|34|7
5101,4|25|33|21|52|40|15|27|34|7
5102,48|4|42|25|33|52|40|27|34|7
5103,48|4|42|33|21|52|40|15|34|7
5104,48|25|33|21|52|40|15|27|34|7
5105,4|42|25|33|21|52|40|15|34|7
5106,4|42|33|21|52|40|15|27|34|7
5107,4|25|33|21|52|40|15|27|34|7
5108,4|25|33|21|52|40|15|27|34|7
5109,4|42|25|21|52|40|15|27|34|7
5110,42|25|33|21|52|40|15|27|34|7
5111,42|25|33|21|52|40|15|27|34|7
5112,48|42|25|21|52|40|15|27|34|7
5113,42|25|33|21|52|40|15|27|34|7
5114,42|25|33|21|52|40|15|27|34|7
5115,4|42|25|21|52|40|15|27|34|7
5116,48|4|25|33|21|52|40|15|34|7
5117,4|42|33|21|52|40|15|27|34|7
5118,42|25|33|21|52|40|15|27|34|7
5119,4|25|33|21|52|40|15|27|34|7
5120,4|42|25|33|52|40|15|27|34|7
5121,48|4|42|25|33|21|52|15|27|7
5122,29|48|4|42|25|21|52|15|27|34
5123,42|25|33|21|52|40|15|27|34|7
5124,29|48|4|42|33|21|40|15|27|34
5125,29|48|42|25|33|21|52|15|27|34
5126,48|4|42|25|33|21|40|15|34|7
5127,4|42|25|33|52|40|15|27|34|7
5128,48|4|42|25|33|21|40|27|34|7
5129,42|25|33|21|52|40|15|27|34|7
5130,4|42|25|33|21|52|40|15|34|7
5131,42|25|33|21|52|40|15|27|34|7
5132,42|25|33|21|52|40|15|27|34|7
5133,48|4|42|25|33|21|52|15|27|34
5134,29|4|42|25|33|21|15|27|34|7
5135,42|25|33|21|52|40|15|27|34|7
5136,42|25|33|21|52|40|15|27|34|7
5137,42|25|33|21|52|40|15|27|34|7
5138,0|30|48|4|42|25|33|21|27|7
5139,42|25|33|21|52|40|15|27|34|7
5140,42|25|33|21|52|40|15|27|34|7
5141,48|4|42|25|33|21|52|15|27|7
5142,4|42|25|33|21|52|40|15|34|7
5143,4|42|25|33|21|52|40|15|27|34
5144,48|4|25|33|21|52|40|27|34|7
5145,48|42|25|33|21|52|40|27|34|7
5146,4|42|25|33|21|52|15|27|34|7
5147,48|4|42|25|33|52|40|15|34|7
5148,48|4|42|25|33|52|40|15|27|7
5149,4|42|25|33|21|52|40|27|34|7
5150,4|42|25|33|21|52|40|15|27|7
5151,4|42|25|33|21|52|15|27|34|7
5152,4|42|25|33|21|52|40|27|34|7
5153,4|42|33|21|52|40|15|27|34|7
5154,48|42|25|33|21|52|40|15|27|7
5155,42|25|33|21|52|40|15|27|34|7
5156,29|48|42|33|21|52|40|15|34|7
5157,42|25|33|21|52|40|15|27|34|7
5158,42|25|33|21|52|40|15|27|34|7
5159,4|42|25|33|21|52|40|27|34|7
5160,42|25|33|21|52|40|15|27|34|7
5161,42|25|33|21|52|40|15|27|34|7
5162,4|42|25|33|21|52|40|27|34|7
5163,4|25|33|21|52|40|15|27|34|7
5164,42|25|33|21|52|40|15|27|34|7
5165,42|25|33|21|52|40|15|27|34|7
5166,42|25|33|21|52|40|15|27|34|7
5167,4|42|25|33|52|40|15|27|34|7
5168,48|4|42|33|21|52|40|27|34|7
5169,42|25|33|21|52|40|15|27|34|7
5170,42|25|33|21|52|40|15|27|34|7
5171,4|42|33|21|52|40|15|27|34|7
5172,48|42|25|33|21|40|15|27|34|7
5173,30|29|48|42|33|52|40|27|34|7
5174,42|25|33|21|52|40|15|27|34|7
5175,4|42|25|33|21|52|40|15|34|7
5176,4|42|25|33|21|52|40|15|27|7
5177,4|42|25|33|21|52|40|15|27|7
5178,42|25|33|21|52|40|15|27|34|7
5179,42|25|33|21|52|40|15|27|34|7
5180,4|42|25|33|21|52|40|15|27|7
5181,29|4|42|33|21|40|15|27|34|7
5182,42|25|33|21|52|40|15|27|34|7
5183,42|25|33|21|52|40|15|27|34|7
5184,4|42|25|33|21|52|40|15|27|7
5185,42|25|33|21|52|40|15|27|34|7
5186,48|42|25|33|21|52|40|27|34|7
5187,48|42|25|33|21|52|40|15|34|7
5188,29|48|4|42|25|33|52|40|34|7
5189,42|25|33|21|52|40|15|27|34|7
5190,48|4|42|25|33|21|52|15|27|34
5191,42|25|33|21|52|40|15|27|34|7
5192,4|42|25|33|21|52|15|27|34|7
5193,4|25|33|21|52|40|15|27|34|7
5194,42|25|33|21|52|40|15|27|34|7
5195,48|4|42|25|21|52|40|27|34|7
5196,4|42|25|33|21|40|15|27|34|7
5197,42|25|33|21|52|40|15|27|34|7
5198,29|48|4|42|25|33|52|40|34|7
5199,29|48|4|42|25|33|52|40|27|34
5200,42|25|33|21|52|40|15|27|34|7
5201,4|25|33|21|52|40|15|27|34|7
5202,48|25|33|21|52|40|15|27|34|7
5203,48|4|42|33|21|40|15|27|34|7
5204,48|4|42|25|33|21|52|15|34|7
5205,42|25|33|21|52|40|15|27|34|7
5206,4|42|25|21|52|40|15|27|34|7
5207,42|25|33|21|52|40|15|27|34|7
5208,4|42|33|21|52|40|15|27|34|7
5209,30|29|48|4|42|25|33|52|34|7
5210,42|25|33|21|52|40|15|27|34|7
5211,48|4|42|25|33|21|52|27|34|7
5212,4|42|25|33|21|52|40|15|27|7
5213,4|42|25|21|52|40|15|27|34|7
5214,42|25|33|21|52|40|15|27|34|7
5215,4|42|25|33|21|40|15|27|34|7
5216,48|4|42|25|33|21|52|15|27|34
5217,42|25|33|21|52|40|15|27|34|7
5218,29|4|42|33|52|40|15|27|34|7
5219,48|42|25|33|21|52|40|15|34|7
5220,42|25|33|21|52|40|15|27|34|7
5221,42|25|33|21|52|40|15|27|34|7
5222,4|42|25|33|52|40|15|27|34|7
5223,42|25|33|21|52|40|15|27|34|7
5224,42|25|33|21|52|40|15|27|34|7
5225,42|25|33|21|52|40|15|27|34|7
5226,30|29|48|25|33|21|40|15|34|7
5227,48|4|42|33|21|52|40|27|34|7
5228,4|42|25|33|21|52|15|27|34|7
5229,42|25|33|21|52|40|15|27|34|7
5230,29|48|4|42|33|21|40|15|27|7
5231,4|42|25|21|52|40|15|27|34|7
5232,29|48|4|25|33|21|52|40|27|34
5233,4|25|33|21|52|40|15|27|34|7
5234,42|25|33|21|52|40|15|27|34|7
5235,42|25|33|21|52|40|15|27|34|7
5236,42|25|33|21|52|40|15|27|34|7
5237,4|25|33|21|52|40|15|27|34|7
5238,42|25|33|21|52|40|15|27|34|7
5239,4|42|25|33|21|52|40|15|27|7
5240,4|42|25|33|21|52|40|27|34|7
5241,4|42|33|21|52|40|15|27|34|7
5242,42|25|33|21|52|40|15|27|34|7
5243,30|29|4|25|33|21|52|15|27|7
5244,4|42|25|21|52|40|15|27|34|7
5245,42|25|33|21|52|40|15|27|34|7
5246,4|42|25|33|21|52|40|27|34|7
5247,42|25|33|21|52|40|15|27|34|7
5248,4|42|25|33|21|52|40|15|27|7
5249,4|42|25|33|21|52|40|15|27|7
5250,42|25|33|21|52|40|15|27|34|7
5251,42|25|33|21|52|40|15|27|34|7
5252,4|42|25|33|21|52|40|15|27|34
5253,48|42|25|33|21|52|40|27|34|7
5254,42|25|33|21|52|40|15|27|34|7
5255,42|25|33|21|52|40|15|27|34|7
5256,42|25|33|21|52|40|15|27|34|7
5257,29|4|42|25|33|21|15|27|34|7
5258,4|42|33|21|52|40|15|27|34|7
5259,4|42|25|33|21|52|40|27|34|7
5260,48|42|33|21|52|40|15|27|34|7
5261,4|42|25|33|21|52|40|27|34|7
5262,48|4|33|21|52|40|15|27|34|7
5263,42|25|33|21|52|40|15|27|34|7
5264,42|25|33|21|52|40|15|27|34|7
5265,48|4|42|25|33|21|52|40|27|34
5266,29|48|4|42|33|21|40|27|34|7
5267,4|42|25|33|21|52|40|15|27|34
5268,4|42|33|21|52|40|15|27|34|7
5269,4|42|25|33|21|52|15|27|34|7
5270,48|4|42|25|33|21|52|15|34|7
5271,48|4|42|25|33|21|52|15|27|34
5272,4|42|33|21|52|40|15|27|34|7
5273,42|25|33|21|52|40|15|27|34|7
5274,4|42|25|21|52|40|15|27|34|7
5275,4|42|25|21|52|40|15|27|34|7
5276,42|25|33|21|52|40|15|27|34|7
5277,48|4|42|25|33|52|40|15|27|34
5278,4|42|25|33|21|52|40|27|34|7
5279,42|25|33|21|52|40|15|27|34|7
5280,42|25|33|21|52|40|15|27|34|7
5281,30|29|48|42|33|21|40|15|27|7
5282,4|42|25|33|21|40|15|27|34|7
5283,42|25|33|21|52|40|15|27|34|7
5284,42|25|33|21|52|40|15|27|34|7
5285,42|25|33|21|52|40|15|27|34|7
5286,4|42|25|33|21|52|15|27|34|7
5287,42|25|33|21|52|40|15|27|34|7
5288,4|42|25|33|21|52|15|27|34|7
5289,42|25|33|21|52|40|15|27|34|7
5290,42|25|33|21|52|40|15|27|34|7
5291,48|25|33|21|52|40|15|27|34|7
5292,4|42|33|21|52|40|15|27|34|7
5293,4|42|25|33|21|52|40|27|34|7
5294,4|42|25|33|21|52|40|27|34|7
5295,4|42|25|21|52|40|15|27|34|7
5296,48|4|42|33|21|40|15|27|34|7
5297,29|48|42|33|21|52|40|27|34|7
5298,42|25|33|21|52|40|15|27|34|7
5299,4|42|25|33|21|40|15|27|34|7
5300,30|48|4|42|25|52|40|27|34|7
5301,4|42|25|33|52|40|15|27|34|7
5302,4|42|25|33|21|52|40|15|27|34
5303,48|4|42|25|33|21|52|40|27|7
5304,48|4|42|25|33|52|15|27|34|7
5305,4|42|25|33|21|52|40|27|34|7
5306,4|42|25|33|21|52|40|27|34|7
5307,42|25|33|21|52|40|15|27|34|7
5308,42|25|33|21|52|40|15|27|34|7
5309,4|42|25|33|21|52|15|27|34|7
5310,4|42|25|33|21|52|40|15|34|7
5311,42|25|33|21|52|40|15|27|34|7
5312,42|25|33|21|52|40|15|27|34|7
5313,4|42|25|33|21|52|40|15|27|7
5314,4|42|25|33|21|52|40|15|27|34
5315,4|42|25|21|52|40|15|27|34|7
5316,48|4|42|25|33|21|40|15|27|7
5317,4|42|25|33|21|52|40|15|27|7
5318,48|4|42|25|33|21|52|40|27|34
5319,42|25|33|21|52|40|15|27|34|7
5320,29|48|4|42|25|33|21|52|40|34
5321,4|42|25|33|52|40|15|27|34|7
5322,4|42|25|33|21|52|40|27|34|7
5323,4|42|33|21|52|40|15|27|34|7
5324,48|4|42|25|33|21|52|40|15|34
5325,30|48|4|42|25|33|21|52|15|7
5326,29|4|42|25|33|21|52|40|15|27
5327,48|42|25|33|52|40|15|27|34|7
5328,29|48|4|25|33|21|52|15|34|7
5329,42|25|33|21|52|40|15|27|34|7
5330,42|25|33|21|52|40|15|27|34|7
5331,4|42|25|21|52|40|15|27|34|7
5332,42|25|33|21|52|40|15|27|34|7
5333,30|4|42|25|33|52|40|27|34|7
5334,42|25|33|21|52|40|15|27|34|7
5335,4|42|25|33|21|52|40|15|34|7
5336,4|42|25|21|52|40|15|27|34|7
5337,4|42|25|33|21|52|40|15|27|34
5338,29|48|4|42|25|33|21|52|40|7
5339,4|42|25|33|52|40|15|27|34|7
5340,42|25|33|21|52|40|15|27|34|7
5341,42|25|33|21|52|40|15|27|34|7
5342,42|25|33|21|52|40|15|27|34|7
5343,29|48|4|25|33|21|52|15|34|7
5344,42|25|33|21|52|40|15|27|34|7
5345,48|4|42|25|21|52|40|15|27|34
5346,48|42|25|33|21|52|40|15|34|7
5347,42|25|33|21|52|40|15|27|34|7
5348,48|4|42|33|21|52|40|15|34|7
5349,42|25|33|21|52|40|15|27|34|7
5350,4|42|25|33|21|52|40|15|27|34
5351,4|42|25|33|21|52|40|15|27|34
5352,48|4|42|25|21|52|15|27|34|7
5353,4|42|25|21|52|40|15|27|34|7
5354,48|42|33|21|52|40|15|27|34|7
5355,42|25|33|21|52|40|15|27|34|7
5356,4|42|25|33|21|40|15|27|34|7
5357,4|42|25|21|52|40|15|27|34|7
5358,48|4|42|25|33|52|40|15|27|34
5359,4|42|25|33|21|52|40|15|34|7
5360,4|42|25|33|21|52|40|15|27|34
5361,48|4|42|25|33|52|15|27|34|7
5362,42|25|33|21|52|40|15|27|34|7
5363,42|25|33|21|52|40|15|27|34|7
5364,48|4|42|33|21|52|40|15|27|7
5365,4|25|33|21|52|40|15|27|34|7
5366,42|25|33|21|52|40|15|27|34|7
5367,4|42|25|33|21|52|40|15|34|7
5368,42|25|33|21|52|40|15|27|34|7
5369,48|4|42|21|52|40|15|27|34|7
5370,48|4|25|33|52|40|15|27|34|7
5371,4|42|25|33|21|52|15|27|34|7
5372,42|25|33|21|52|40|15|27|34|7
5373,48|4|25|33|21|52|40|15|34|7
5374,42|25|33|21|52|40|15|27|34|7
5375,48|42|33|21|52|40|15|27|34|7
5376,4|42|25|33|21|40|15|27|34|7
5377,42|25|33|21|52|40|15|27|34|7
5378,4|25|33|21|52|40|15|27|34|7
5379,0|48|42|33|21|52|40|15|34|7
5380,42|25|33|21|52|40|15|27|34|7
5381,48|4|25|33|21|52|40|27|34|7
5382,42|25|33|21|52|40|15|27|34|7
5383,4|25|33|21|52|40|15|27|34|7
5384,42|25|33|21|52|40|15|27|34|7
5385,29|4|42|25|33|21|52|40|34|7
5386,29|48|25|33|21|52|40|27|34|7
5387,48|4|42|25|33|21|52|40|27|7
5388,42|25|33|21|52|40|15|27|34|7
5389,4|42|25|33|21|52|40|15|34|7
5390,29|48|42|25|33|21|52|15|34|7
5391,42|25|33|21|52|40|15|27|34|7
5392,4|42|33|21|52|40|15|27|34|7
5393,48|4|42|25|33|21|52|40|27|34
5394,42|25|33|21|52|40|15|27|34|7
5395,42|25|33|21|52|40|15|27|34|7
5396,42|25|33|21|52|40|15|27|34|7
